year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2007,Jeep,Commander,Sport,SUV,automatic,1j8hg48p47c647882,FL,2.8,82206,white,gray,santander consumer,9400,7900,Thu Jan 15 2015 01:35:00 GMT-0800 (PST)
2007,Jeep,Commander,Sport,SUV,automatic,1j8hh48k17c577971,FL,2,132771,blue,gray,santander consumer,5700,2700,Mon Feb 16 2015 01:30:00 GMT-0800 (PST)
2008,Jeep,Commander,Sport,suv,automatic,1j8hh48k08c155515,NV,4.7,101500,black,black,"jpmorgan chase bank,n.a.",8475,8500,Fri Jun 12 2015 05:00:00 GMT-0700 (PDT)
2008,Jeep,Commander,Limited,SUV,automatic,1j8hg582x8c110977,IL,3.5,107483,red,gray,select remarketing group llc/loan max title,12000,11000,Thu Jun 04 2015 03:00:00 GMT-0700 (PDT)
2008,Jeep,Commander,Sport,SUV,automatic,1j8hg48k98c114352,MD,2.9,95494,white,black,credit acceptance corp/vrs/southfield,9800,8500,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2008,Jeep,Commander,Limited,SUV,automatic,1j8hg58n18c127483,SC,3.8,104498,silver,black,grand strand nissan inc,9200,10000,Thu Jan 08 2015 10:00:00 GMT-0800 (PST)
2009,Jeep,Commander,Sport,suv,automatic,1j8hh48k29c501355,TX,4.1,114060,silver,black,bmw of el paso,7825,7700,Thu Jun 11 2015 05:00:00 GMT-0700 (PDT)
2010,Jeep,Commander,Sport,SUV,automatic,1j4rh4gk8ac122520,FL,3.8,60615,black,black,elder ford of tampa,12850,12200,Thu Jan 08 2015 01:45:00 GMT-0800 (PST)
2007,Jeep,Compass,Sport,SUV,automatic,1j8ft47w47d123959,MD,1.9,97615,red,beige,credit acceptance corp/vrs/southfield,5000,4000,Tue May 12 2015 02:30:00 GMT-0700 (PDT)
2007,Jeep,Compass,Sport,SUV,automatic,1j8ft47w77d119209,NJ,2.3,118097,green,gray,credit acceptance corp/vrs/southfield,4475,2900,Tue May 26 2015 03:45:00 GMT-0700 (PDT)
2007,Jeep,Compass,Limited,SUV,automatic,1j8ff57w17d193741,MN,3.5,165709,silver,gray,coon rapids chrysler jeep dodge ram,2825,4400,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
2007,Jeep,Compass,Sport,SUV,manual,1j8ft47w97d401478,TX,4.2,47514,gold,beige,pm standley motorcars,6650,8000,Wed Jan 28 2015 02:20:00 GMT-0800 (PST)
2008,Jeep,Compass,Sport,SUV,automatic,1j8ff47w58d731269,GA,1.9,82301,red,gray,germain toyota of sarasota,7400,5500,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2011,Jeep,Compass,Base,SUV,automatic,1j4nt1fb6bd138708,MN,4.2,45246,red,beige,ford-lincoln dealer program,11000,12000,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2011,Jeep,Compass,Base,SUV,NA,1j4nf1fb5bd240489,PA,4.3,52248,gray,black,hann financial services,10900,11900,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2011,Jeep,Compass,Base,SUV,automatic,1j4nf1fb8bd207146,MN,4.9,87674,blue,tan,luther brookdale honda,9125,9500,Thu Jan 08 2015 10:45:00 GMT-0800 (PST)
2013,Jeep,Compass,Sport,SUV,manual,1c4njcba7dd250148,FL,4.1,14330,silver,black,chrysler capital,13200,13100,Thu Feb 12 2015 01:30:00 GMT-0800 (PST)
2014,Jeep,Compass,Sport,SUV,automatic,1c4njdbb6ed569430,MO,3.9,37214,gray,black,avis corporation,15400,15600,Wed Feb 25 2015 02:45:00 GMT-0800 (PST)
2014,Jeep,Compass,Sport,SUV,automatic,1c4njcbaxed749687,TN,4.6,28422,black,black,enterprise veh exchange/rental,13750,14000,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
2014,Jeep,Compass,Sport,SUV,automatic,1c4njcba5ed594434,TN,4.7,34095,white,black,gm financial,13500,13800,Tue Feb 17 2015 02:30:00 GMT-0800 (PST)
2014,Jeep,Compass,Sport,SUV,automatic,1c4njcba4ed796939,PA,4.4,16142,gray,black,general american rentals,14600,14400,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
2014,Jeep,Compass,Latitude,SUV,automatic,1c4njcea8ed883092,TN,4.3,23751,â€”,black,budget rent a car/atlanta,15500,15500,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2014,Jeep,Compass,Limited,SUV,automatic,1c4njccb4ed871405,CA,2.1,15392,gray,black,northwestern chrys/j/d/ge,17600,9400,Wed May 27 2015 08:00:00 GMT-0700 (PDT)
2014,Jeep,Compass,Sport,SUV,automatic,1c4njdbbxed841185,PA,4,16625,gray,black,pv holding inc/gdp,16400,16400,Thu Jan 08 2015 01:30:00 GMT-0800 (PST)
2014,Jeep,Compass,Limited,SUV,automatic,1c4njdcb1ed526290,FL,4.8,20117,white,beige,wheels exchange llc,19850,19000,Wed Feb 11 2015 01:15:00 GMT-0800 (PST)
2014,Jeep,Compass,Sport,SUV,automatic,1c4njdbb3ed926935,CA,1,12082,gray,black,enterprise vehicle exchange / tra / rental / tulsa,16850,8700,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2014,Jeep,Compass,Sport,SUV,automatic,1c4njcba1ed547899,NC,3.8,21384,gray,gray,santander consumer,14050,13700,Mon Jan 19 2015 01:30:00 GMT-0800 (PST)
2014,Jeep,Compass,Latitude,SUV,automatic,1c4njcea4ed620484,CA,5,11337,white,black,south coast toyota,14600,15500,Wed Jan 07 2015 04:30:00 GMT-0800 (PST)
2014,Jeep,Compass,Sport,SUV,automatic,1c4njdbb3ed749142,NJ,2.2,21996,black,gray,enterprise veh exchange/rental,16150,12800,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
1995,Jeep,Grand Cherokee,Limited,SUV,automatic,1j4gz78s4sc760561,GA,1,268309,â€”,beige,five star ford lincoln mercury,475,300,Fri Feb 27 2015 03:00:00 GMT-0800 (PST)
1999,Jeep,Grand Cherokee,Laredo,suv,automatic,1j4gw58s9xc604293,MA,1.9,186142,silver,black,prestige auto mart inc,1025,400,Tue Jun 02 2015 03:00:00 GMT-0700 (PDT)
1999,Jeep,Grand Cherokee,Limited,SUV,automatic,1j4gw68s0xc714705,WI,1.9,197687,silver,black,dupaco community credit union,1500,1950,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2000,Jeep,Grand Cherokee,Laredo,suv,automatic,1j4gw48s3yc366694,NC,2,198523,blue,gray,"carafello's auto sales, llc",1075,1100,Mon Jun 01 2015 02:30:00 GMT-0700 (PDT)
2000,Jeep,Grand Cherokee,Limited,SUV,automatic,1j4g258s0yc425105,GA,2,152027,burgundy,gray,nalley acura,2175,2200,Tue Jan 27 2015 05:00:00 GMT-0800 (PST)
2000,Jeep,Grand Cherokee,Laredo,SUV,NA,1j4gw48s0yc232435,VA,2.3,152225,silver,gray,browns fairfax mazda,1850,2000,Thu Mar 05 2015 01:05:00 GMT-0800 (PST)
2000,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gw48s6yc357701,MO,3.1,165622,â€”,tan,ed napleton honda,1700,3100,Tue Mar 03 2015 03:00:00 GMT-0800 (PST)
2002,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gw48nx2c199851,NC,2.5,129439,beige,gray,repo remarketing/first flight federal cu,2425,1200,Mon Mar 09 2015 02:30:00 GMT-0700 (PDT)
2002,Jeep,Grand Cherokee,Limited,SUV,automatic,1j4gw58n82c101521,MD,3.9,160093,white,gray,tischer acura nissan,2050,2100,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2002,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gw48s72c143257,NJ,1.9,84023,red,black,autolenders liquidation center,2925,2600,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2002,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gw48n32c207885,WI,1,144322,gray,beige,dt credit corporation,2575,550,Wed Feb 18 2015 02:30:00 GMT-0800 (PST)
2003,Jeep,Grand Cherokee,Limited,suv,automatic,1j4gw58s53c513211,FL,1.9,131559,gray,black,onemain rem/auto club of miami inc dba north dad,3100,2100,Tue Jun 16 2015 10:30:00 GMT-0700 (PDT)
2003,Jeep,Grand Cherokee,Laredo,SUV,NA,1j4gx48s53c536950,FL,2.8,128211,black,black,westlake financial services,2575,2700,Thu Jan 08 2015 15:00:00 GMT-0800 (PST)
2003,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gw48s53c539768,WI,2.8,123571,red,black,arlington hgts chry dod jeep,2725,4150,Wed Jan 07 2015 10:00:00 GMT-0800 (PST)
2004,Jeep,Grand Cherokee,Limited,SUV,automatic,1j4gw58n64c103335,OH,1.9,114803,purple,gray,gateway financial services,3800,1200,Tue Apr 21 2015 02:30:00 GMT-0700 (PDT)
2004,Jeep,Grand Cherokee,Overland,suv,automatic,1j8gw68j84c144759,TX,2.8,132736,silver,black,d&m leasing,3400,3300,Thu Jun 11 2015 03:30:00 GMT-0700 (PDT)
2004,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gw48s74c111198,NJ,2.7,112581,blue,black,route one corporation,3750,3100,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2004,Jeep,Grand Cherokee,Limited,SUV,automatic,1j4gw58s14c118850,OH,3.5,78925,blue,beige,sullivan auto group llc,5975,7500,Thu Jan 29 2015 02:05:00 GMT-0800 (PST)
2004,Jeep,Grand Cherokee,Limited,suv,automatic,1j4gx58s34c150700,SC,3.9,90425,red,gray,rick hendrick dodge chrysler jeep ram,4275,4900,Tue Jun 02 2015 03:00:00 GMT-0700 (PDT)
2005,Jeep,Grand Cherokee,Limited,SUV,automatic,1j8hr58n35c545243,NY,3.5,79569,black,gray,tdaf remarketing,8200,7900,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
2005,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4hs48n55c717773,FL,3.7,113148,black,gray,whetstone partners,5025,4600,Thu Feb 12 2015 01:30:00 GMT-0800 (PST)
2005,Jeep,Grand Cherokee,Limited,SUV,automatic,1j4hr58205c672328,CA,2.8,168718,blue,gray,credit acceptance corp/vrs/southfield,3600,4400,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2005,Jeep,Grand Cherokee,Laredo,suv,automatic,1j4gs48k85c633173,IL,2.1,141970,â€”,gray,hertz remarketing,4150,4000,Thu Jun 04 2015 07:00:00 GMT-0700 (PDT)
2005,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gr48k75c519564,MA,3.3,134105,white,gray,metro chrysler jeep dodge,4875,5000,Thu Feb 12 2015 10:30:00 GMT-0800 (PST)
2005,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gs48k55c640033,NC,2.9,122760,white,gray,tag financial services inc,4900,3300,Mon Feb 09 2015 00:31:00 GMT-0800 (PST)
2005,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gr48k75c654530,UT,2.4,100175,silver,gray,rockland fcu,5950,5800,Wed Feb 11 2015 03:30:00 GMT-0800 (PST)
2005,Jeep,Grand Cherokee,Limited,SUV,automatic,1j8hr58n75c693136,NJ,2.5,132969,black,gray,new city funding,5775,2100,Wed Jan 07 2015 01:30:00 GMT-0800 (PST)
2006,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4hr48n56c262159,NV,2.1,103633,blue,beige,frontline auto remarketing llc,7200,5700,Fri Jan 16 2015 04:00:00 GMT-0800 (PST)
2006,Jeep,Grand Cherokee,Limited,SUV,automatic,1j8hr58266c137021,CA,3.5,104508,silver,gray,nvp remarketing,7725,9800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2006,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gs48k96c218395,NY,2.3,178694,blue,gray,dt credit corporation,3100,2300,Thu Jan 29 2015 01:15:00 GMT-0800 (PST)
2006,Jeep,Grand Cherokee,Limited,SUV,automatic,1j4hr58n86c160327,IN,3.8,92991,gold,gray,gm financial,9375,9300,Thu Feb 12 2015 02:10:00 GMT-0800 (PST)
2006,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gr48k56c100999,NE,3.7,119714,white,gray,baxter chrysler jeep dodge,6125,7100,Thu Jan 22 2015 03:00:00 GMT-0800 (PST)
2006,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gr48k26c111958,NY,2,87435,beige,gray,adk auto brokers inc,7875,6900,Thu Mar 05 2015 01:45:00 GMT-0800 (PST)
2007,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j8gr48k77c640323,OH,4.4,55688,green,gray,toyota financial services,9225,11600,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2007,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j8gr48k87c534544,AZ,3.8,103606,silver,gray,chapman corporate wholesale,7700,10100,Thu Feb 26 2015 03:00:00 GMT-0800 (PST)
2007,Jeep,Grand Cherokee,Limited,SUV,automatic,1j8hr58277c509287,TX,1.9,106783,silver,â€”,united auto credit/hurst,8450,4000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j8hs48p37c595515,TX,2.5,84315,gray,gray,santander consumer,8025,8400,Wed Mar 04 2015 02:30:00 GMT-0800 (PST)
2007,Jeep,Grand Cherokee,Overland,SUV,NA,1j8hr68287c659009,VA,2.1,89317,black,gray,mcmb financial,12500,7000,Thu Mar 05 2015 01:20:00 GMT-0800 (PST)
2007,Jeep,Grand Cherokee,Laredo,suv,automatic,1j8gr48k67c521498,PA,3.6,103207,white,beige,westbury jeep chrysler dodge inc,7000,6500,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2007,Jeep,Grand Cherokee,Laredo,SUV,NA,1j8gr48k77c502264,PA,4.4,93957,beige,tan,west street motors llc,7900,8500,Fri Jan 02 2015 09:30:00 GMT-0800 (PST)
2008,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j8gs48kx8c105153,OH,3.8,85149,black,black,sullivan auto group llc,8225,10800,Thu Feb 12 2015 02:30:00 GMT-0800 (PST)
2008,Jeep,Grand Cherokee,Laredo,SUV,NA,1j8hr48n18c169009,TN,3.9,84356,silver,gray,ford-lincoln dealer program,10350,8800,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2008,Jeep,Grand Cherokee,Overland,SUV,automatic,1j8hr68278c187922,MA,2.8,118083,blue,brown,metro honda,10500,12300,Tue Mar 10 2015 03:00:00 GMT-0700 (PDT)
2009,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j8gr48k99c527864,CA,4.1,79153,gray,black,meridian remarketing,10850,11250,Tue Feb 10 2015 04:30:00 GMT-0800 (PST)
2009,Jeep,Grand Cherokee,Limited,SUV,automatic,1j8gr58k59c540598,OH,3.7,98396,white,brown,wells fargo dealer services,12600,13600,Tue Jan 27 2015 04:00:00 GMT-0800 (PST)
2010,Jeep,Grand Cherokee,Limited,suv,automatic,1j4pr5gk1ac132591,WA,3.6,69296,black,gray,xcar inc,17200,19000,Wed Jun 17 2015 05:30:00 GMT-0700 (PDT)
2010,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4ps4gk2ac102238,FL,3.5,66727,black,black,tdaf remarketing,10600,12000,Tue Jan 06 2015 01:00:00 GMT-0800 (PST)
2011,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4rs4gg9bc531172,TN,3.5,100100,silver,black,bb&t,15000,14800,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2011,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4rr4gg5bc721577,MO,3.9,43687,white,black,american auto sales inc,21100,23700,Tue Dec 23 2014 11:00:00 GMT-0800 (PST)
2011,Jeep,Grand Cherokee,Limited,SUV,NA,1j4rr5gt7bc619488,PA,4.3,48657,white,tan,adcock brothers inc,24900,26200,Fri Jan 02 2015 09:30:00 GMT-0800 (PST)
2011,Jeep,Grand Cherokee,Laredo,suv,automatic,1j4rr4ggxbc670531,CA,4.3,49399,red,black,rogers & rogers nissan,19700,20200,Thu Jun 04 2015 05:30:00 GMT-0700 (PDT)
2011,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4rr4gg7bc673841,OH,4.4,27492,black,black,wholesale inc # 2,22600,25200,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2011,Jeep,Grand Cherokee,Overland,SUV,automatic,1j4rr6gt8bc738396,FL,4.7,41081,gray,black,tdaf remarketing,26200,27800,Tue Feb 03 2015 01:00:00 GMT-0800 (PST)
2011,Jeep,Grand Cherokee,Limited,suv,automatic,1j4rr5gt1bc574595,OH,3.6,83090,gray,black,jr's auto city inc,20800,20000,Tue Jun 23 2015 02:30:00 GMT-0700 (PDT)
2011,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4rr4gg5bc671229,MI,3.9,48580,gray,gray,fiserv/usb dealer services northstar exchange,20500,19000,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2011,Jeep,Grand Cherokee,Laredo,SUV,NA,1j4rr4gg3bc670998,OH,4.1,36255,black,black,fiserv/usb dealer services northstar exchange,21400,18500,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2011,Jeep,Grand Cherokee,Laredo,SUV,NA,1j4rs4gg0bc554081,FL,2.5,88133,gray,gray,"pnc bank, national association",15950,15100,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2012,Jeep,Grand Cherokee,Laredo,suv,automatic,1c4rjfag2cc171015,OH,4.4,47250,black,black,sullivan auto group llc,21700,21200,Thu Jun 18 2015 03:30:00 GMT-0700 (PDT)
2012,Jeep,Grand Cherokee,Laredo,suv,automatic,1c4rjfagxcc179265,FL,4.1,132792,burgundy,black,firkins chrysler jeep dodge,16750,17200,Tue Jun 16 2015 08:00:00 GMT-0700 (PDT)
2012,Jeep,Grand Cherokee,Overland,SUV,automatic,1c4rjfcg0cc245142,TX,3.7,51974,gray,tan,music city autoplex llc,27200,27500,Wed Feb 04 2015 02:20:00 GMT-0800 (PST)
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag6cc301037,CA,4.3,28628,blue,black,hincklease,24000,22250,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag1cc274300,OH,3.9,42789,black,black,fiserv/usb dealer services northstar exchange,22300,20500,Thu Jun 11 2015 03:30:00 GMT-0700 (PDT)
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag5cc256334,FL,4,38328,white,silver,lokey motor company,23100,23800,Thu Jan 08 2015 01:45:00 GMT-0800 (PST)
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag5cc234477,MI,3.7,25600,black,black,fiserv/usb dealer services northstar exchange,24200,21000,Thu Jan 29 2015 01:30:00 GMT-0800 (PST)
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjeag2cc108250,FL,4.2,46362,black,gray,coral cadillac inc,19650,21600,Thu Feb 26 2015 01:40:00 GMT-0800 (PST)
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjeag3cc177111,CA,4.2,40570,silver,gray,pit stop car co,19600,21000,Tue Jun 09 2015 05:30:00 GMT-0700 (PDT)
2012,Jeep,Grand Cherokee,Limited,SUV,automatic,1c4rjebgxcc211222,FL,4.4,60249,black,black,zimmerman auto brokers inc,22000,21800,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2012,Jeep,Grand Cherokee,Laredo,suv,automatic,1c4rjfag4cc222479,GA,4.8,36148,â€”,gray,flag/ferman bmw,23000,22200,Thu May 28 2015 03:00:00 GMT-0700 (PDT)
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag6cc214075,OH,4.3,33336,black,black,fiserv/usb dealer services northstar exchange,23200,21700,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2012,Jeep,Grand Cherokee,Overland,SUV,automatic,1c4rjfcgxcc279640,MA,3.7,85645,black,black,elmwood chrysler dodge jeep ram,22500,22800,Tue Feb 17 2015 02:00:00 GMT-0800 (PST)
2012,Jeep,Grand Cherokee,Overland,SUV,automatic,1c4rjfcg5cc238980,IL,3,20208,gray,black,ally,31700,31000,Thu May 21 2015 03:00:00 GMT-0700 (PDT)
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjeagxcc137527,PA,4.3,35412,red,black,manassas chrysler dodge jeep ram,20500,20500,Fri Feb 13 2015 01:30:00 GMT-0800 (PST)
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag5cc161885,MO,3.2,36452,black,black,south county auto center,22800,23500,Tue Mar 03 2015 03:00:00 GMT-0800 (PST)
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag0cc170896,NC,3.9,45736,black,black,t & k enterprises of mt airy inc,21700,21700,Tue Feb 10 2015 02:00:00 GMT-0800 (PST)
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag4cc329399,MI,5,27313,black,black,kevins marysville auto sales inc,25100,28300,Thu May 21 2015 02:30:00 GMT-0700 (PDT)
2013,Jeep,Grand Cherokee,Limited,SUV,NA,1c4rjfbt8dc508316,PA,3.8,25626,black,tan,bright bay lincoln inc,30300,30700,Fri Feb 06 2015 01:15:00 GMT-0800 (PST)
2013,Jeep,Grand Cherokee,SRT8,SUV,automatic,1c4rjfdj0dc616067,PA,3.6,15507,black,black,austintown chrysler dodge jeep inc,47300,47000,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
2013,Jeep,Grand Cherokee,Laredo,suv,automatic,1c4rjfag3dc604469,NV,4.5,35555,blue,black,prestige chrysler jeep dodge,23700,23500,Fri Jun 05 2015 05:00:00 GMT-0700 (PDT)
2013,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag6dc583620,GA,4.6,37080,gray,black,young motors llc,23600,23100,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2013,Jeep,Grand Cherokee,Laredo,suv,NA,1c4rjfagxdc626811,FL,3.6,48570,black,gray,dtg operations inc,22400,20200,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT)
2013,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag5dc572768,IL,1.9,35710,red,black,wells fargo dealer services,23900,20100,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2014,Jeep,Grand Cherokee,Limited,SUV,automatic,1c4rjfbg0ec365866,WI,3.9,18074,gray,black,"jpmorgan chase bank,n.a.",32400,33000,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2014,Jeep,Grand Cherokee,Limited,SUV,automatic,1c4rjfbg1ec436606,MN,4.5,18870,green,black,ford-lincoln dealer program,31500,31100,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2014,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag4ec205233,PA,4.7,16016,black,beige,r hollenshead auto sales inc,26100,25250,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2014,Jeep,Grand Cherokee,Summit,SUV,automatic,1c4rjejt6ec221280,GA,5,15178,white,brown,kern automotive group inc,34700,38200,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
2014,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfagxec277277,TX,4.6,21231,black,black,ars/acme auto leasing,25300,25400,Thu Feb 12 2015 02:30:00 GMT-0800 (PST)
2014,Jeep,Grand Cherokee,Overland,SUV,automatic,1c4rjfcg5ec174832,IL,3,28390,gold,tan,fca us llc,34800,34000,Thu Jun 04 2015 04:00:00 GMT-0700 (PDT)
2014,Jeep,Grand Cherokee,Limited,SUV,automatic,1c4rjfbg4ec199710,IL,2.7,42691,red,black,avis corporation,27200,26000,Tue Jun 02 2015 04:30:00 GMT-0700 (PDT)
2014,Jeep,Grand Cherokee,Limited,SUV,NA,1c4rjfbg5ec388060,CO,4.1,32548,black,beige,avis corporation,28800,27700,Wed Jun 10 2015 04:45:00 GMT-0700 (PDT)
2014,Jeep,Grand Cherokee,Summit,SUV,automatic,1c4rjfjgxec137732,PA,4.2,24193,black,black,r hollenshead auto sales inc,36700,35800,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
2014,Jeep,Grand Cherokee,Overland,suv,automatic,1c4rjfct5ec191935,WA,4.5,12783,black,black,compass luxor,37500,36750,Wed Jun 17 2015 05:30:00 GMT-0700 (PDT)
2015,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag6fc699516,PA,4,10976,black,black,spallco enterprises inc/non pgm,27900,29000,Thu May 28 2015 02:30:00 GMT-0700 (PDT)
2015,Jeep,Grand Cherokee,Limited,suv,automatic,1c4rjfbg6fc764976,MO,4.7,16984,black,tan,budget rent a car/kansas city funding llc,34100,33600,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
2015,Jeep,Grand Cherokee SRT,Base,SUV,automatic,1c4rjfdj1fc661523,GA,4.7,6846,white,brown,boniface hiers chrysler dodge jeep,59300,61000,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2002,Jeep,Liberty,Sport,SUV,automatic,1j4gl48k52w282522,MA,4.5,141326,silver,black,imperial chrysler dodge jeep corp,2300,1950,Tue Jan 20 2015 02:00:00 GMT-0800 (PST)
2002,Jeep,Liberty,Limited,SUV,automatic,1j8gl58k82w224313,WI,2,118304,blue,black,frank boucher mazda vw kia,3375,1100,Wed Feb 18 2015 02:30:00 GMT-0800 (PST)
2002,Jeep,Liberty,Sport,SUV,NA,1j4gl48k82w334323,MD,2,158831,blue,black,ike motors,1800,650,Tue Jan 13 2015 13:00:00 GMT-0800 (PST)
2003,Jeep,Liberty,Sport,SUV,automatic,1j4gk48k73w694655,GA,3.3,154088,red,black,nalley toyota of roswell,2925,3000,Tue Dec 23 2014 13:00:00 GMT-0800 (PST)
2003,Jeep,Liberty,Sport,SUV,NA,1j4gl48k83w688165,PA,1.9,134517,white,black,credit acceptance corp/vrs/southfield,3200,1750,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2004,Jeep,Liberty,Limited,SUV,NA,1j4gl58k04w276507,TX,1.9,119220,silver,tan,santander consumer,4625,3100,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2004,Jeep,Liberty,Sport,suv,automatic,1j4gl48k74w284985,OH,1.9,121650,beige,black,wells fargo dealer services,3200,1600,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2005,Jeep,Liberty,Sport,suv,NA,1j4gl48k35w600514,PA,3.6,105992,silver,gray,bergeys chevrolet inc,4125,4000,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2005,Jeep,Liberty,Renegade,SUV,automatic,1j4gl38k75w503777,OH,1.9,128616,green,gray,wells fargo dealer services,4325,2000,Tue Jan 27 2015 04:00:00 GMT-0800 (PST)
2005,Jeep,Liberty,Renegade,SUV,automatic,1j4gk38k75w669963,TX,2.3,110567,red,black,automotive remarketing inc,4675,3600,Tue May 12 2015 03:30:00 GMT-0700 (PDT)
2005,Jeep,Liberty,Sport,SUV,NA,1j4gl48k05w602821,PA,3.7,99243,blue,gray,c & b motors,4250,5000,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2005,Jeep,Liberty,Limited,suv,automatic,1j4gk58k05w517227,FL,3.6,111777,blue,gray,priscilla & kids wholesalers inc,4325,4100,Thu Jun 18 2015 04:30:00 GMT-0700 (PDT)
2005,Jeep,Liberty,Renegade,SUV,automatic,1j4gl38k15w726493,MN,2.9,55903,gold,tan,luther hudson chevrolet gmc,7350,7500,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
